time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/entropy_loss,train/clip_fraction,train/value_loss,train/n_updates,train/learning_rate,train/clip_range,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
6815744,425,16017,13,-10.430942591279745,0.03589653968811035,0.0014188867698976537,96,0.0001,0.2,0.0046123187,0.4267626404762268,-0.0030606262971559772,-0.10736364871263504,1.0766396522521973,-3.409778473377228,360.0
7340032,463,15821,14,-10.462730910629034,0.023281097412109375,0.0011160602825839305,104,0.0001,0.2,0.0035938176,0.6193802952766418,-0.0022122980590211228,-0.10767368227243423,1.0831029415130615,-3.409778473377228,360.0
7864320,500,15699,15,-10.499198287725449,0.022566795349121094,0.0014048375619495346,112,0.0001,0.2,0.003523474,0.48840612173080444,-0.0018950837925331143,-0.10605791211128235,1.088640570640564,-3.409778473377228,360.0
8388608,537,15619,16,-10.524960033595562,0.02830815315246582,0.0011283509552413307,120,0.0001,0.2,0.0041761133,0.5507358014583588,-0.0025884781621243746,-0.10722135007381439,1.0922682285308838,-3.409778473377228,360.0
8912896,571,15583,17,-10.550128310918808,0.025796890258789062,0.0011246325311731198,128,0.0001,0.2,0.0039082444,0.5126500427722931,-0.0023996758845896693,-0.10880233347415924,1.0968656539916992,-3.4772056579589843,360.0
9437184,606,15560,18,-10.579822059720755,0.020958662033081055,0.0013483671491485438,136,0.0001,0.2,0.0037465398,0.283755362033844,-0.0018069812617795833,-0.108779177069664,1.102092981338501,-3.4772056579589843,360.0
9961472,642,15494,19,-10.608255442231894,0.03191685676574707,0.0008061301064117288,144,0.0001,0.2,0.004505747,0.5099804103374481,-0.002955554696654872,-0.10894333571195602,1.1068910360336304,-3.4772056579589843,360.0
10485760,678,15460,20,-10.637821514159441,0.03297090530395508,0.00103900074145713,152,0.0001,0.2,0.0044306284,0.4166730046272278,-0.0028947032847099763,-0.1092400923371315,1.1123542785644531,-3.4772056579589843,360.0
11010048,712,15452,21,-10.660304855555296,0.02873516082763672,0.0008633900645236281,160,0.0001,0.2,0.0042733,0.5241218507289886,-0.002690325517050951,-0.10933221876621246,1.1160378456115723,-3.4772056579589843,360.0
11534336,746,15449,22,-10.68522623181343,0.020114898681640625,0.0009648493100939959,168,0.0001,0.2,0.003524351,0.30761706829071045,-0.0017600659380150319,-0.10936596989631653,1.1216500997543335,-3.4772056579589843,360.0
12058624,777,15518,23,-10.712561313062906,0.015420675277709961,0.0009690412541658588,176,0.0001,0.2,0.003083298,0.3725557327270508,-0.0015165373927175096,-0.1091039776802063,1.1267797946929932,-3.1765625429153443,360.0
12582912,810,15529,24,-10.73762096464634,0.01604318618774414,0.0009394591247655626,184,0.0001,0.2,0.0033722706,0.3228684067726135,-0.0014255484320528922,-0.1098143607378006,1.1317508220672607,-3.1765625429153443,360.0
13107200,844,15520,25,-10.763646751642227,0.015639066696166992,0.0008250469252288894,192,0.0001,0.2,0.0032799349,0.5485712885856628,-0.0017048134884589672,-0.10971321165561676,1.1367651224136353,-3.1765625429153443,360.0
13631488,878,15518,26,-10.79906065762043,0.013351917266845703,0.0010436378274789604,200,0.0001,0.2,0.0030202672,0.471505343914032,-0.0013365365571189614,-0.11019226163625717,1.1450226306915283,-3.1765625429153443,360.0
14155776,911,15523,27,-10.834069538861513,0.013727188110351562,0.0009536119755466643,208,0.0001,0.2,0.0030602622,0.5081097781658173,-0.0015108267978121148,-0.1101352646946907,1.152078628540039,-3.1765625429153443,360.0
14680064,945,15527,28,-10.864129785448313,0.014961004257202148,0.0010808158062900475,216,0.0001,0.2,0.0031439187,0.3808526396751404,-0.0014888649059230374,-0.11120050400495529,1.158393144607544,-3.1765625429153443,360.0
15204352,974,15605,29,-10.890793934464455,0.009858846664428711,0.0010700026800805063,224,0.0001,0.2,0.0027166617,0.417450487613678,-0.0010386643948550045,-0.11041957139968872,1.1638835668563843,-2.9776064729690552,360.0
15728640,1005,15639,30,-10.918895810842514,0.01842045783996582,0.0009283942988531635,232,0.0001,0.2,0.0035646402,0.4893226623535156,-0.001636946846247156,-0.1114194244146347,1.1714826822280884,-2.9776064729690552,360.0
16252928,1037,15670,31,-10.955381646752357,0.017810583114624023,0.0011029219199372164,240,0.0001,0.2,0.0035033196,0.5507868528366089,-0.0018051193394512666,-0.11095495522022247,1.1794668436050415,-2.9776064729690552,360.0
16777216,1068,15694,32,-10.98123063147068,0.013617277145385742,0.0009761887661170476,248,0.0001,0.2,0.0032008006,0.5981923341751099,-0.0016398620959989785,-0.11177001893520355,1.1860092878341675,-2.9776064729690552,360.0
17301504,1100,15714,33,-11.004569925367832,0.012378215789794922,0.001112707009724545,256,0.0001,0.2,0.0029684007,0.4382980465888977,-0.0012518999371877726,-0.11053634434938431,1.1931880712509155,-2.9776064729690552,360.0
17825792,1131,15748,34,-11.029980771243572,0.01280665397644043,0.0010740869074652437,264,0.0001,0.2,0.0030911455,0.4993472099304199,-0.0013624605262521072,-0.11275141686201096,1.1999660730361938,-2.870450031757355,360.0
18350080,1159,15826,35,-11.045979656279087,0.011109590530395508,0.0010959369615193282,272,0.0001,0.2,0.0026804768,0.40156060457229614,-0.001136303536441119,-0.1117372214794159,1.2041367292404175,-2.870450031757355,360.0
18874368,1188,15880,36,-11.063692156225443,0.020282506942749023,0.0008623901862847561,280,0.0001,0.2,0.003622019,0.5888827741146088,-0.0018602671914322855,-0.11347348988056183,1.2105438709259033,-2.870450031757355,360.0
19398656,1217,15935,37,-11.092635050415993,0.01598668098449707,0.0011064553204960248,288,0.0001,0.2,0.0033638384,0.5635117888450623,-0.0016796159923160303,-0.11248105764389038,1.219519853591919,-2.870450031757355,360.0
19922944,1246,15983,38,-11.119579929858446,0.011638402938842773,0.0010488507809895964,296,0.0001,0.2,0.002885506,0.6010186970233917,-0.001323162240964848,-0.11340826749801636,1.2276349067687988,-2.870450031757355,360.0
20447232,1276,16019,39,-11.138040363788605,0.011517524719238281,0.0011927434929930314,304,0.0001,0.2,0.002896204,0.5064807832241058,-0.0012998950512610463,-0.11328274011611938,1.2342067956924438,-2.870450031757355,360.0
20971520,1303,16087,40,-11.149995777755976,0.013206720352172852,0.0011451098098405055,312,0.0001,0.2,0.0030785007,0.5683499574661255,-0.001462588068761761,-0.1133962944149971,1.240351676940918,-2.730415004491806,360.0
21495808,1329,16168,41,-11.15800816193223,0.011382818222045898,0.0011938241400457628,320,0.0001,0.2,0.0029316996,0.5176514387130737,-0.0011021216050721705,-0.11370062083005905,1.2451499700546265,-2.730415004491806,360.0
22020096,1355,16242,42,-11.179483383893967,0.0169222354888916,0.000990410840131517,328,0.0001,0.2,0.0034892615,0.6882880330085754,-0.001729457125748013,-0.1140589714050293,1.254630446434021,-2.730415004491806,360.0
22544384,1381,16314,43,-11.208541423082352,0.013509035110473633,0.0014559212468157057,336,0.0001,0.2,0.0029382836,0.5827229917049408,-0.0012767583830282092,-0.11382775008678436,1.264451503753662,-2.730415004491806,360.0
23068672,1408,16379,44,-11.232488039880991,0.01336526870727539,0.001154351212335314,344,0.0001,0.2,0.0029083905,0.6672134101390839,-0.0013052263941517595,-0.11404354125261307,1.2723650932312012,-2.730415004491806,360.0
23592960,1436,16426,45,-11.257459424436092,0.01059579849243164,0.001537596227535687,352,0.0001,0.2,0.0028050216,0.5887070894241333,-0.001057776998322879,-0.11403876543045044,1.2824857234954834,-2.575965794324875,360.0
24117248,1459,16527,46,-11.285017888993025,0.010408639907836914,0.0016221387181758473,360,0.0001,0.2,0.0028332411,0.5190925896167755,-0.0009554972461955913,-0.11422636359930038,1.2919723987579346,-2.575965794324875,360.0
24641536,1483,16611,47,-11.303442519158125,0.013141632080078125,0.0011355766469023365,368,0.0001,0.2,0.0030403722,0.6669037342071533,-0.0011632041155280604,-0.11481800675392151,1.2976891994476318,-2.575965794324875,360.0
25165824,1507,16693,48,-11.330219440162182,0.01298666000366211,0.0014635816623922437,376,0.0001,0.2,0.0029005692,0.6244594156742096,-0.0012362647663621829,-0.1152065098285675,1.3093056678771973,-2.575965794324875,360.0
25690112,1531,16770,49,-11.361576158553362,0.012151241302490234,0.0011976387531831278,384,0.0001,0.2,0.0029982633,0.7092838287353516,-0.0012084107615919493,-0.11506360024213791,1.320314645767212,-2.575965794324875,360.0
26214400,1556,16846,50,-11.388232748955488,0.015108823776245117,0.0015908975337879383,392,0.0001,0.2,0.0031424006,0.5965410768985748,-0.0013048228352090518,-0.11545474082231522,1.330539584159851,-2.575965794324875,360.0
26738688,1580,16916,51,-11.407381407916546,0.014253377914428711,0.0012601699004335387,400,0.0001,0.2,0.0029745772,0.7021341621875763,-0.0014483491877399501,-0.11533569544553757,1.3394110202789307,-2.394007433652878,360.0
27262976,1603,17003,52,-11.42410659790039,0.011826753616333008,0.001777911053977732,408,0.0001,0.2,0.0028394451,0.582741916179657,-0.0009445182643048611,-0.11561938375234604,1.3472654819488525,-2.394007433652878,360.0
27787264,1626,17087,53,-11.444360107183456,0.01823735237121582,0.0012335851906755124,416,0.0001,0.2,0.0032941485,0.7450045943260193,-0.0016132951081999636,-0.11717242002487183,1.35639226436615,-2.394007433652878,360.0
28311552,1648,17171,54,-11.471608225256205,0.013193368911743164,0.0018479176474102132,424,0.0001,0.2,0.002843707,0.6147007048130035,-0.0009153652342774876,-0.11654055118560791,1.3666355609893799,-2.394007433652878,360.0
28835840,1671,17252,55,-11.49267615005374,0.01461172103881836,0.0012615979017027712,432,0.0001,0.2,0.0030398318,0.743459165096283,-0.0013999887357840635,-0.11664703488349915,1.3757069110870361,-2.394007433652878,360.0
29360128,1693,17332,56,-11.519104033708572,0.014676332473754883,0.0020225335761097085,440,0.0001,0.2,0.002946151,0.610499918460846,-0.001206708247309507,-0.1161942407488823,1.3877147436141968,-2.394007433652878,360.0
29884416,1716,17407,57,-11.542515322566032,0.015645742416381836,0.0012711319491245376,448,0.0001,0.2,0.003164396,0.7617923617362976,-0.0015427102002831816,-0.11720534414052963,1.3961503505706787,-2.3258677637577057,360.0
30408704,1738,17486,58,-11.560295194387436,0.016459941864013672,0.002256228352052858,456,0.0001,0.2,0.0033892845,0.6090955138206482,-0.0012471430595724087,-0.11737757921218872,1.4006898403167725,-2.3258677637577057,360.0
30932992,1760,17566,59,-11.571835495531559,0.019708871841430664,0.0013336231081666483,464,0.0001,0.2,0.003789762,0.7871122062206268,-0.0020120800722907006,-0.1179678812623024,1.403960943222046,-2.3258677637577057,360.0
31457280,1782,17645,60,-11.588575419038534,0.018306493759155273,0.0022180510432008305,472,0.0001,0.2,0.0034471974,0.6883727014064789,-0.0015060438634009188,-0.11823860555887222,1.4102985858917236,-2.3258677637577057,360.0
31981568,1804,17720,61,-11.593428175896406,0.02721238136291504,0.0013565301924245432,480,0.0001,0.2,0.004398561,0.805481031537056,-0.0026396490643492143,-0.1190146952867508,1.4089405536651611,-2.3258677637577057,360.0
32505856,1827,17787,62,-11.584947694092989,0.0363154411315918,0.0016461889822494413,488,0.0001,0.2,0.004939939,0.8068468421697617,-0.0032382806957684807,-0.11858068406581879,1.4053845405578613,-2.09482106924057,360.0
33030144,1849,17863,63,-11.580623034387827,0.03208494186401367,0.0028904154569318052,496,0.0001,0.2,0.0045736665,0.6418971121311188,-0.002463241017267137,-0.11818250268697739,1.4036221504211426,-2.09482106924057,360.0
33554432,1870,17936,64,-11.555892460048199,0.06641006469726562,0.0015519349299211171,504,0.0001,0.2,0.006687974,0.7751149833202362,-0.006076056306483224,-0.1234796792268753,1.3926793336868286,-2.09482106924057,360.0
34078720,1892,18009,65,-11.540011081844568,0.034184932708740234,0.002505521812054212,512,0.0001,0.2,0.004871422,0.6426950991153717,-0.0025061977335099073,-0.11857358366250992,1.3896164894104004,-2.09482106924057,360.0
34603008,1913,18079,66,-11.521919496357441,0.05987858772277832,0.001089998746465426,520,0.0001,0.2,0.006350673,0.841421514749527,-0.005156885802989564,-0.12143269181251526,1.3822925090789795,-2.09482106924057,360.0
35127296,1935,18148,67,-11.510939873754978,0.03736305236816406,0.00255614269644866,528,0.0001,0.2,0.0050732386,0.6631119549274445,-0.0027463982933113584,-0.1183130070567131,1.3785561323165894,-2.09482106924057,360.0
35651584,1958,18205,68,-11.485988363623619,0.061681270599365234,0.0009937935346897575,536,0.0001,0.2,0.0064094216,0.8533619493246078,-0.00534808583688573,-0.12108313292264938,1.3691388368606567,-1.7181541156768798,360.0
36175872,1979,18273,69,-11.467404432594776,0.055690765380859375,0.001839545588609326,544,0.0001,0.2,0.005923055,0.579801619052887,-0.004339865433394152,-0.11871161311864853,1.362968921661377,-1.7181541156768798,360.0
36700160,2001,18337,70,-11.443142801523209,0.05325794219970703,0.000677119132660664,552,0.0001,0.2,0.005856932,0.8090596795082092,-0.004986152051060344,-0.12045833468437195,1.355725646018982,-1.7181541156768798,360.0
37224448,2022,18402,71,-11.422394402325153,0.045384883880615234,0.0021809125146319275,560,0.0001,0.2,0.005400444,0.6436780393123627,-0.0034234626282341196,-0.1180286854505539,1.3492828607559204,-1.7181541156768798,360.0
37748736,2043,18468,72,-11.39611192047596,0.053774356842041016,0.0006450315368056181,568,0.0001,0.2,0.0058991713,0.8436054885387421,-0.005039237390519702,-0.11922919750213623,1.3409310579299927,-1.7181541156768798,360.0
38273024,2065,18532,73,-11.382703695446253,0.04163694381713867,0.0021743555644206936,576,0.0001,0.2,0.0050771846,0.6666683554649353,-0.002993279488691769,-0.11809972673654556,1.336727261543274,-1.7181541156768798,360.0
38797312,2087,18586,74,-11.352841261774302,0.04805183410644531,0.000587777775763243,584,0.0001,0.2,0.005373815,0.8640066534280777,-0.004776460536504601,-0.12067374587059021,1.326740026473999,-1.282704740166664,360.0
39321600,2108,18646,75,-11.239683855324984,0.06874322891235352,0.001114647098347632,592,0.0001,0.2,0.008254176,0.34950143098831177,-0.00890465950124053,-0.12200208008289337,1.292644739151001,-1.282704740166664,360.0
39845888,2130,18705,76,-11.085077423602343,0.07073020935058594,0.0009166634604298451,600,0.0001,0.2,0.0088932365,0.30643343925476074,-0.009935136485637486,-0.12129990756511688,1.257512092590332,-1.282704740166664,360.0
40370176,2151,18763,77,-10.922510206699371,0.08032655715942383,0.000629024682666568,608,0.0001,0.2,0.009184158,0.7807784974575043,-0.011896719746800954,-0.12432008981704712,1.2224467992782593,-1.282704740166664,360.0
40894464,2172,18821,78,-10.791011862456799,0.042711734771728516,0.0013717083511437522,616,0.0001,0.2,0.005938264,0.4807509779930115,-0.0054964582559478,-0.11445073783397675,1.1986308097839355,-1.282704740166664,360.0
41418752,2194,18869,79,-10.643659479916096,0.0644235610961914,0.00051420561624127,624,0.0001,0.2,0.0077967774,0.8301810622215271,-0.009262742381906719,-0.11816702038049698,1.1686241626739502,-2.4279778254032136,360.0
41943040,2216,18926,80,-10.511552222073078,0.04259490966796875,0.0009156573842119542,632,0.0001,0.2,0.0057954756,0.6189769208431244,-0.005592277656432998,-0.11189649999141693,1.1459670066833496,-2.4279778254032136,360.0
42467328,2237,18981,81,-10.32954167574644,0.08177065849304199,0.00019727065188135384,640,0.0001,0.2,0.009411072,0.510346531867981,-0.014127680725323444,-0.12188924849033356,1.111791729927063,-2.4279778254032136,360.0
42991616,2258,19036,82,-10.210648950189352,0.03603172302246094,0.0011732653001672588,648,0.0001,0.2,0.0050765923,0.43988311290740967,-0.0037923591855815175,-0.10791747272014618,1.0955417156219482,-2.4279778254032136,360.0
43515904,2279,19090,83,-10.067794732749462,0.056550025939941406,0.0002450951843115945,656,0.0001,0.2,0.0072154324,0.7971906363964081,-0.008373651863848863,-0.10983182489871979,1.0689072608947754,-2.4279778254032136,360.0
44040192,2300,19141,84,-9.95908211544156,0.027576208114624023,0.0013014107044000411,664,0.0001,0.2,0.004343439,0.5972642004489899,-0.0027175042393992044,-0.102816641330719,1.0557293891906738,-2.4279778254032136,360.0
44564480,2322,19186,85,-9.831850379705429,0.04151463508605957,0.0002802070928282774,672,0.0001,0.2,0.006204815,0.8675035387277603,-0.006065198326496102,-0.10806084424257278,1.032080054283142,-1.809059716463089,360.0
45088768,2343,19239,86,-9.704782120883465,0.032906532287597656,0.000622307720959725,680,0.0001,0.2,0.0050238823,0.46619147062301636,-0.0037898939872320625,-0.10257042944431305,1.014490008354187,-1.809059716463089,360.0
45613056,2364,19289,87,-9.538912765681744,0.06426286697387695,0.00016552223826238333,688,0.0001,0.2,0.008217291,0.4517943859100342,-0.010410568844235968,-0.10856150090694427,0.9874187111854553,-1.809059716463089,360.0
46137344,2385,19338,88,-9.42559028789401,0.028994321823120117,0.0009200808872265043,696,0.0001,0.2,0.0042197173,0.5077215433120728,-0.0024788378266293876,-0.09866451472043991,0.9746819138526917,-1.809059716463089,360.0
46661632,2406,19387,89,-9.298047438263893,0.04521536827087402,0.0001853071970572273,704,0.0001,0.2,0.00630621,0.8139570653438568,-0.006060289026663668,-0.10064440965652466,0.9532821178436279,-1.809059716463089,360.0
47185920,2428,19427,90,-9.195464186370373,0.031911373138427734,0.0010193369482749404,712,0.0001,0.2,0.004257754,0.6758281290531158,-0.002264245560127165,-0.09555113315582275,0.942534327507019,-1.419599187374115,360.0
47710208,2449,19476,91,-9.111188266426325,0.022809743881225586,0.00068335525133989,720,0.0001,0.2,0.0040672375,0.6802251935005188,-0.0022459805693415547,-0.09495585411787033,0.9297286868095398,-1.419599187374115,360.0
48234496,2470,19525,92,-8.956686928868294,0.04936623573303223,0.00015849722637995,728,0.0001,0.2,0.0072674984,0.6560672521591187,-0.008111509639547876,-0.09911620616912842,0.9048371315002441,-1.419599187374115,360.0
48758784,2491,19571,93,-8.843886654824018,0.027484893798828125,0.0009232454287939618,736,0.0001,0.2,0.0041421186,0.3912277817726135,-0.001957441786316849,-0.09102673083543777,0.8948047161102295,-1.419599187374115,360.0
49283072,2512,19614,94,-8.725837428122759,0.042966604232788086,0.000224031488073706,744,0.0001,0.2,0.006173161,0.8377961367368698,-0.004834216085782828,-0.09292212873697281,0.876223087310791,-1.419599187374115,360.0
49807360,2533,19661,95,-8.631023190915585,0.02480030059814453,0.0009814802876917383,752,0.0001,0.2,0.0039846753,0.6244890689849854,-0.0014712122745095257,-0.08750803023576736,0.8674511909484863,-1.419599187374115,360.0
50331648,2555,19697,96,-8.524120565503836,0.03514742851257324,0.00022664030626629028,760,0.0001,0.2,0.005687304,0.8866002112627029,-0.003912714767466241,-0.0882241353392601,0.8504089713096619,-1.1800178200006486,360.0
50855936,2576,19740,97,-8.418824158608913,0.029727697372436523,0.0005749555457441602,768,0.0001,0.2,0.0046542846,0.6024689972400665,-0.0023268594438832224,-0.08693163841962814,0.8392793536186218,-1.1800178200006486,360.0
51380224,2596,19784,98,-8.26263727620244,0.050606489181518555,0.00012003187538311977,776,0.0001,0.2,0.0072989324,0.4115542769432068,-0.007764681059143186,-0.09157954901456833,0.8165706992149353,-1.1800178200006486,360.0
51904512,2617,19826,99,-8.150759980082512,0.026727676391601562,0.0007620407038757548,784,0.0001,0.2,0.0040645828,0.44980388879776,-0.001603058040018368,-0.08391968160867691,0.8073985576629639,-1.1800178200006486,360.0
52428800,2638,19866,100,-8.03234346397221,0.04079031944274902,0.00013403847557924564,792,0.0001,0.2,0.0061436,0.8305645138025284,-0.004318185561032806,-0.08709162473678589,0.790867269039154,-1.1800178200006486,360.0
52953088,2659,19909,101,-7.945470118895173,0.02884364128112793,0.00097238956163892,800,0.0001,0.2,0.00430885,0.6038752794265747,-0.0009381440928564189,-0.08127856254577637,0.7848626971244812,-1.1800178200006486,360.0
53477376,2681,19944,102,-7.842752596363425,0.03397870063781738,0.00014776563489249384,808,0.0001,0.2,0.005373004,0.895397312939167,-0.0034769892629356036,-0.0826290100812912,0.7690272927284241,-0.9567716366052628,360.0
54001664,2702,19985,103,-7.738716930150986,0.02790093421936035,0.0005105854505700336,816,0.0001,0.2,0.0042945915,0.3569765090942383,-0.001644520206582456,-0.07884769886732101,0.7599357962608337,-0.9567716366052628,360.0
54525952,2722,20026,104,-7.589900558814406,0.05004477500915527,9.300529933398138e-05,824,0.0001,0.2,0.007252138,0.4985434412956238,-0.006997047036293225,-0.08504804223775864,0.7399989366531372,-0.9567716366052628,360.0
55050240,2743,20067,105,-7.487119624391198,0.027979612350463867,0.0005934681280450604,832,0.0001,0.2,0.004242602,0.5742817521095276,-0.0011236155478400178,-0.0766754224896431,0.7330199480056763,-0.9567716366052628,360.0
55574528,2764,20105,106,-7.373418042436242,0.04252362251281738,0.00010469655745737327,840,0.0001,0.2,0.0063302005,0.8512128442525864,-0.004327934834464031,-0.07978448271751404,0.717612624168396,-0.9567716366052628,360.0
56098816,2785,20139,107,-7.267931425943971,0.03197646141052246,0.0004191399220871972,848,0.0001,0.2,0.004777164,0.8371181041002274,-0.0017172878724522889,-0.07470490038394928,0.7091306447982788,-0.758132912516594,360.0
56623104,2806,20177,108,-7.200713220983744,0.02907276153564453,0.0006655880649759638,856,0.0001,0.2,0.00401858,0.6367751061916351,-0.0009277814872348245,-0.0753779262304306,0.7026124596595764,-0.758132912516594,360.0
57147392,2826,20216,109,-7.060101741924882,0.045181989669799805,7.732756222367243e-05,864,0.0001,0.2,0.007073452,0.5819398462772369,-0.006326741071916331,-0.0801897794008255,0.6841708421707153,-0.758132912516594,360.0
57671680,2847,20253,110,-6.962666414678097,0.029994726181030273,0.0007381174618785735,872,0.0001,0.2,0.0040174895,0.4077828526496887,-0.0009284042214403598,-0.07149437814950943,0.6790525317192078,-0.758132912516594,360.0
58195968,2868,20290,111,-6.865260681137443,0.04180622100830078,0.00010389294453716502,880,0.0001,0.2,0.0058445726,0.8650293499231339,-0.0033055514713851153,-0.07304634153842926,0.6665065884590149,-0.758132912516594,360.0
58720256,2888,20328,112,-6.794862702488899,0.030547618865966797,0.0008756827112392784,888,0.0001,0.2,0.004036081,0.6018115282058716,-0.0003322342961382674,-0.0696578249335289,0.6633264422416687,-0.758132912516594,360.0
59244544,2910,20357,113,-6.708890873938799,0.03583049774169922,0.00011954519567325406,896,0.0001,0.2,0.005259554,0.9074000790715218,-0.0024974048501462676,-0.07047089189291,0.6509579420089722,-0.6566833195090294,360.0
59768832,2930,20394,114,-6.6192583460360765,0.03184390068054199,0.0004886066873268646,904,0.0001,0.2,0.004072725,0.5179686546325684,-0.0010084797027047898,-0.06685003638267517,0.6451859474182129,-0.6566833195090294,360.0
60293120,2951,20430,115,-6.482623558491468,0.05025959014892578,7.259045155194599e-05,912,0.0001,0.2,0.0068373596,0.5455504357814789,-0.006023147648647864,-0.07267069816589355,0.628837525844574,-0.6566833195090294,360.0
60817408,2971,20465,116,-6.392886569723487,0.03079390525817871,0.0006958395379115245,920,0.0001,0.2,0.004256759,0.5051555335521698,-0.0004613093947227753,-0.06541494280099869,0.6252707242965698,-0.6566833195090294,360.0
61341696,2992,20501,117,-6.306283043697476,0.046566009521484375,9.182484396319524e-05,928,0.0001,0.2,0.0055806395,0.8751446306705475,-0.002939248046686771,-0.06718127429485321,0.6141374111175537,-0.6566833195090294,360.0
61865984,3012,20535,118,-6.237555226311088,0.03148961067199707,0.0008834148982259649,936,0.0001,0.2,0.004050273,0.6301896274089813,-0.0001253352106687089,-0.06127627566456795,0.611841082572937,-0.6566833195090294,360.0
62390272,3034,20562,119,-6.155523659661412,0.03823566436767578,0.00010212007461518624,944,0.0001,0.2,0.0052476167,0.9141061678528786,-0.00248003854721901,-0.06485407799482346,0.6005213260650635,-0.5628264066576958,360.0
62914560,3054,20597,120,-6.070445440709591,0.03943347930908203,0.0004283978488501816,952,0.0001,0.2,0.0046638036,0.3301195502281189,-0.0007812739470409724,-0.06182477995753288,0.5960953831672668,-0.5628264066576958,360.0
63438848,3075,20630,121,-6.028162570670247,0.027551889419555664,0.000709937235342295,960,0.0001,0.2,0.003609276,0.16238850355148315,-0.00023694490596426476,-0.06270632892847061,0.5932005047798157,-0.5628264066576958,360.0
63963136,3095,20663,122,-5.9487213138490915,0.04312443733215332,0.00016152685674342138,968,0.0001,0.2,0.0056744926,0.858531266450882,-0.002159289260589503,-0.06404855847358704,0.5838329195976257,-0.5628264066576958,360.0
64487424,3115,20696,123,-5.887085568159819,0.029448270797729492,0.0007594843557399145,976,0.0001,0.2,0.00428404,0.6150203347206116,-0.00028198499944664945,-0.058006491512060165,0.580914318561554,-0.5628264066576958,360.0
65011712,3137,20722,124,-5.811241554096341,0.038234710693359375,0.00015543183843647057,984,0.0001,0.2,0.0054985536,0.9023767039179802,-0.0016257870895515225,-0.059534039348363876,0.57249915599823,-0.470086789727211,360.0
65536000,3157,20756,125,-5.7444923017174006,0.031080961227416992,0.0006231185598153388,992,0.0001,0.2,0.0043432983,0.5919418036937714,-0.0003980097990279319,-0.059270408004522324,0.5687224268913269,-0.470086789727211,360.0
66060288,3177,20788,126,-5.607129771262407,0.05178380012512207,5.613562277062556e-05,1000,0.0001,0.2,0.0073138666,0.607990950345993,-0.006011970047438808,-0.06428119540214539,0.5537344217300415,-0.470086789727211,360.0
66584576,3198,20819,127,-5.520455548539758,0.03736281394958496,0.0006790686513795663,1008,0.0001,0.2,0.0039357543,0.4233037233352661,-0.000127851853676475,-0.056503478437662125,0.551207959651947,-0.470086789727211,360.0
